Updated On,State,Sessions, Sites ,First Dose Administered,Second Dose Administered
10-04-2021,Andhra Pradesh,415755,2308,3281351,521886
11-04-2021,Andhra Pradesh,374351,1465,3362926,529533
12-04-2021,Andhra Pradesh,314600,1984,3380423,533246
13-04-2021,Andhra Pradesh,182750,1357,3383754,534765
14-04-2021,Andhra Pradesh,1150180,3403,3973533,585223
15-04-2021,Andhra Pradesh,260050,1633,4003901,593541
16-04-2021,Andhra Pradesh,111751,811,4007469,596253
17-04-2021,Andhra Pradesh,83450,597,4009940,597920
18-04-2021,Andhra Pradesh,58100,396,4013140,599876
19-04-2021,Andhra Pradesh,297050,1912,4140526,616056
20-04-2021,Andhra Pradesh,274150,2035,4234572,692783
21-04-2021,Andhra Pradesh,275132,2041,4257182,711267
22-04-2021,Andhra Pradesh,304361,2248,4337021,990865
23-04-2021,Andhra Pradesh,286490,2187,4464620,1090159
24-04-2021,Andhra Pradesh,231700,1953,4543318,1126549
25-04-2021,Andhra Pradesh,84100,560,4547972,1130670
26-04-2021,Andhra Pradesh,261120,2046,4761686,1224397
27-04-2021,Andhra Pradesh,261120,2068,4904030,1273663
28-04-2021,Andhra Pradesh,226051,1831,4955046,1326903
29-04-2021,Andhra Pradesh,208309,1708,4988411,1365430
30-04-2021,Andhra Pradesh,208210,1959,5112011,1467023
01-05-2021,Andhra Pradesh,171700,1636,5174960,1519337
02-05-2021,Andhra Pradesh,15400,146,5176393,1519932
03-05-2021,Andhra Pradesh,145000,1346,5195851,1536916
04-05-2021,Andhra Pradesh,91200,866,5204180,1543848
05-05-2021,Andhra Pradesh,195650,1569,5273196,1674029
06-05-2021,Andhra Pradesh,207900,1662,5345545,1794561
07-05-2021,Andhra Pradesh,165850,1527,5393064,1862155
08-05-2021,Andhra Pradesh,178100,1462,5436592,1974208
09-05-2021,Andhra Pradesh,31450,221,5443382,1982310
10-05-2021,Andhra Pradesh,20100,172,5443951,1983827
11-05-2021,Andhra Pradesh,51650,494,5450913,2012986
12-05-2021,Andhra Pradesh,107600,885,5459958,2044436
13-05-2021,Andhra Pradesh,110750,1010,5470083,2081862
14-05-2021,Andhra Pradesh,61550,597,5474544,2096342
15-05-2021,Andhra Pradesh,100480,968,5484714,2167213
16-05-2021,Andhra Pradesh,32624,215,5487757,2176599
17-05-2021,Andhra Pradesh,221492,986,5504954,2226300
18-05-2021,Andhra Pradesh,217541,967,5518465,2281240
19-05-2021,Andhra Pradesh,140404,787,5529872,2305532
20-05-2021,Andhra Pradesh,135182,742,5540108,2318134
21-05-2021,Andhra Pradesh,152022,854,5553124,2340398
22-05-2021,Andhra Pradesh,119036,711,5564360,2347996
23-05-2021,Andhra Pradesh,13800,84,5565702,2350645
24-05-2021,Andhra Pradesh,239081,982,5657964,2366723
25-05-2021,Andhra Pradesh,319242,1116,5791183,2375130
26-05-2021,Andhra Pradesh,718777,1326,6077585,2383913
27-05-2021,Andhra Pradesh,1252094,1664,6646298,2395375
28-05-2021,Andhra Pradesh,1263236,1683,7076650,2412746
29-05-2021,Andhra Pradesh,1061578,1672,7274735,2481535
30-05-2021,Andhra Pradesh,101911,343,7288465,2484459
31-05-2021,Andhra Pradesh,523404,1019,7356423,2512324
01-06-2021,Andhra Pradesh,700195,1341,7553586,2529829
02-06-2021,Andhra Pradesh,789656,1207,7696078,2547764
03-06-2021,Andhra Pradesh,707433,1008,7786969,2554332
04-06-2021,Andhra Pradesh,1020917,1696,8141170,2567240
05-06-2021,Andhra Pradesh,684992,1329,8231348,2572474
06-06-2021,Andhra Pradesh,270807,556,8293652,2576319
07-06-2021,Andhra Pradesh,641643,1198,8429887,2583734
08-06-2021,Andhra Pradesh,480348,969,8472406,2587589
09-06-2021,Andhra Pradesh,536951,1112,8637923,2596880
10-06-2021,Andhra Pradesh,810123,1567,8891341,2605099
11-06-2021,Andhra Pradesh,569750,1251,9085932,2610437
12-06-2021,Andhra Pradesh,665156,1397,9257127,2620002
13-06-2021,Andhra Pradesh,261233,618,9335665,2622966
14-06-2021,Andhra Pradesh,903521,1760,9683451,2635936
15-06-2021,Andhra Pradesh,443493,1058,9765707,2640660
16-06-2021,Andhra Pradesh,342464,679,9795862,2644037
17-06-2021,Andhra Pradesh,306935,531,9817124,2645577
18-06-2021,Andhra Pradesh,168316,300,9838546,2648920
19-06-2021,Andhra Pradesh,43726,126,9850955,2652278
20-06-2021,Andhra Pradesh,3368484,2266,11201229,2739331
21-06-2021,Andhra Pradesh,392251,640,11265333,2745830
22-06-2021,Andhra Pradesh,259304,357,11306134,2752028
23-06-2021,Andhra Pradesh,139563,299,11331864,2760090
24-06-2021,Andhra Pradesh,732718,1673,11586263,2818047
25-06-2021,Andhra Pradesh,376668,1377,11681453,2844194
26-06-2021,Andhra Pradesh,735586,1595,11920947,2906599
27-06-2021,Andhra Pradesh,337110,501,11958632,2910167
28-06-2021,Andhra Pradesh,769684,1488,12120023,2974656
29-06-2021,Andhra Pradesh,943199,1797,12346836,3042213
30-06-2021,Andhra Pradesh,926496,1589,12587352,3116002
01-07-2021,Andhra Pradesh,878230,1585,12805075,3180248
02-07-2021,Andhra Pradesh,847681,1695,13098513,3233083
03-07-2021,Andhra Pradesh,465202,1259,13172868,3268414
04-07-2021,Andhra Pradesh,98984,393,13188358,3271464
05-07-2021,Andhra Pradesh,373069,983,13264570,3317553
06-07-2021,Andhra Pradesh,180845,653,13298596,3335328
07-07-2021,Andhra Pradesh,141426,521,13322285,3354504
08-07-2021,Andhra Pradesh,118165,479,13347419,3368492
09-07-2021,Andhra Pradesh,188109,608,13372990,3379660
10-07-2021,Andhra Pradesh,498064,1030,13472620,3473097
11-07-2021,Andhra Pradesh,621512,702,13530165,3524141
12-07-2021,Andhra Pradesh,852964,1523,13680228,3677172
13-07-2021,Andhra Pradesh,635034,1436,13817568,3771909
14-07-2021,Andhra Pradesh,866037,1464,14191112,3848978
15-07-2021,Andhra Pradesh,345553,955,14242409,3887731
16-07-2021,Andhra Pradesh,785070,1675,14395270,3996515
17-07-2021,Andhra Pradesh,652048,1606,14507747,4117981
18-07-2021,Andhra Pradesh,71058,254,14513706,4135345
19-07-2021,Andhra Pradesh,596081,1654,14559126,4238841
20-07-2021,Andhra Pradesh,754411,1858,14668281,4367957
21-07-2021,Andhra Pradesh,499616,1312,14739379,4415438
22-07-2021,Andhra Pradesh,668674,1745,14818721,4506096
23-07-2021,Andhra Pradesh,585678,1552,14871831,4601684
24-07-2021,Andhra Pradesh,510475,1459,14910329,4655260
25-07-2021,Andhra Pradesh,119233,216,14913421,4657465
26-07-2021,Andhra Pradesh,2380500,2228,15733829,5019683
27-07-2021,Andhra Pradesh,728604,1772,15829320,5098767
28-07-2021,Andhra Pradesh,0,0,15860970,5164655
29-07-2021,Andhra Pradesh,561479,1530,15906265,5266990
30-07-2021,Andhra Pradesh,724101,1859,15950840,5463773
31-07-2021,Andhra Pradesh,825352,2017,16096801,5572592
01-08-2021,Andhra Pradesh,196463,635,16301072,5586138
02-08-2021,Andhra Pradesh,1275589,2103,16567700,5731233
03-08-2021,Andhra Pradesh,829959,1963,16676151,5799988
04-08-2021,Andhra Pradesh,899161,2035,16786246,5864014
05-08-2021,Andhra Pradesh,908747,1983,16889200,5933134
06-08-2021,Andhra Pradesh,1598607,2214,17319552,6070751
07-08-2021,Andhra Pradesh,1048658,2052,17477123,6140096
08-08-2021,Andhra Pradesh,645542,1154,17531461,6167545
09-08-2021,Andhra Pradesh,926449,1732,17628583,6214312
10-08-2021,Andhra Pradesh,,,,
11-08-2021,Andhra Pradesh,,,,
12-08-2021,Andhra Pradesh,,,,
13-08-2021,Andhra Pradesh,,,,
14-08-2021,Andhra Pradesh,,,,
15-08-2021,Andhra Pradesh,,,,
16-01-2021,Arunachal Pradesh,10,9,81,0
17-01-2021,Arunachal Pradesh,44,30,178,0
18-01-2021,Arunachal Pradesh,74,50,560,0
19-01-2021,Arunachal Pradesh,77,51,574,0
20-01-2021,Arunachal Pradesh,127,76,601,0
21-01-2021,Arunachal Pradesh,175,104,1154,0
22-01-2021,Arunachal Pradesh,200,115,1818,0
23-01-2021,Arunachal Pradesh,208,120,2446,0
24-01-2021,Arunachal Pradesh,227,124,2529,0
25-01-2021,Arunachal Pradesh,235,130,3442,0
26-01-2021,Arunachal Pradesh,240,133,3462,0
27-01-2021,Arunachal Pradesh,269,144,3998,0
28-01-2021,Arunachal Pradesh,294,150,5470,0
29-01-2021,Arunachal Pradesh,301,150,6106,0
30-01-2021,Arunachal Pradesh,304,150,6491,0
31-01-2021,Arunachal Pradesh,315,151,6525,0
01-02-2021,Arunachal Pradesh,330,154,6668,0
02-02-2021,Arunachal Pradesh,359,165,6668,0
03-02-2021,Arunachal Pradesh,388,174,6758,0
04-02-2021,Arunachal Pradesh,423,178,7785,0
05-02-2021,Arunachal Pradesh,455,183,8745,0
06-02-2021,Arunachal Pradesh,466,183,9288,0
07-02-2021,Arunachal Pradesh,498,190,9292,0
08-02-2021,Arunachal Pradesh,510,192,10438,0
09-02-2021,Arunachal Pradesh,542,193,10465,0
10-02-2021,Arunachal Pradesh,575,196,10529,0
11-02-2021,Arunachal Pradesh,610,196,11372,0
12-02-2021,Arunachal Pradesh,652,196,12173,0
13-02-2021,Arunachal Pradesh,676,198,13251,456
14-02-2021,Arunachal Pradesh,720,198,13274,456
15-02-2021,Arunachal Pradesh,742,199,15434,1584
16-02-2021,Arunachal Pradesh,788,199,15546,1584
17-02-2021,Arunachal Pradesh,857,199,15552,1584
18-02-2021,Arunachal Pradesh,930,201,17389,3032
19-02-2021,Arunachal Pradesh,951,202,19872,4110
20-02-2021,Arunachal Pradesh,993,202,20018,4220
21-02-2021,Arunachal Pradesh,1044,202,20018,4220
22-02-2021,Arunachal Pradesh,1091,202,21550,5354
23-02-2021,Arunachal Pradesh,1130,204,22757,5687
24-02-2021,Arunachal Pradesh,1212,207,22781,5687
25-02-2021,Arunachal Pradesh,1265,207,24649,6560
26-02-2021,Arunachal Pradesh,1281,207,25903,6962
27-02-2021,Arunachal Pradesh,1281,207,25903,6962
28-02-2021,Arunachal Pradesh,1349,210,25903,6962
01-03-2021,Arunachal Pradesh,1431,208,25903,6962
02-03-2021,Arunachal Pradesh,1511,208,29841,7649
03-03-2021,Arunachal Pradesh,1667,209,30253,7684
04-03-2021,Arunachal Pradesh,1747,210,33136,8262
05-03-2021,Arunachal Pradesh,1871,212,35734,9147
06-03-2021,Arunachal Pradesh,1924,212,37249,9652
07-03-2021,Arunachal Pradesh,2081,213,37299,9661
08-03-2021,Arunachal Pradesh,2170,213,39451,10499
09-03-2021,Arunachal Pradesh,6500,48,30634,10870
10-03-2021,Arunachal Pradesh,100,1,30769,10906
11-03-2021,Arunachal Pradesh,9900,76,32947,11562
12-03-2021,Arunachal Pradesh,9700,81,34659,12104
13-03-2021,Arunachal Pradesh,5500,43,35595,12548
14-03-2021,Arunachal Pradesh,100,1,35654,12561
15-03-2021,Arunachal Pradesh,8950,71,38085,13293
16-03-2021,Arunachal Pradesh,6000,49,49653,13751
17-03-2021,Arunachal Pradesh,200,2,50078,13792
18-03-2021,Arunachal Pradesh,9700,80,52511,14731
19-03-2021,Arunachal Pradesh,7350,65,54173,15556
20-03-2021,Arunachal Pradesh,6450,59,55919,16075
21-03-2021,Arunachal Pradesh,0,0,56082,16094
22-03-2021,Arunachal Pradesh,9700,82,58541,16876
23-03-2021,Arunachal Pradesh,6550,54,60221,17540
24-03-2021,Arunachal Pradesh,0,0,60269,17557
25-03-2021,Arunachal Pradesh,9550,76,62868,18256
26-03-2021,Arunachal Pradesh,8950,80,64976,19035
27-03-2021,Arunachal Pradesh,6550,54,66980,19181
28-03-2021,Arunachal Pradesh,6610,39,67041,19233
29-03-2021,Arunachal Pradesh,5800,40,67464,19250
30-03-2021,Arunachal Pradesh,6150,48,68649,19996
31-03-2021,Arunachal Pradesh,6330,38,68791,20003
01-04-2021,Arunachal Pradesh,17200,115,73266,21456
02-04-2021,Arunachal Pradesh,4900,38,75047,21835
03-04-2021,Arunachal Pradesh,8000,63,78114,22620
04-04-2021,Arunachal Pradesh,8050,53,79783,22825
05-04-2021,Arunachal Pradesh,12600,100,82757,23931
06-04-2021,Arunachal Pradesh,9200,76,84581,24583
07-04-2021,Arunachal Pradesh,10500,80,88000,25682
08-04-2021,Arunachal Pradesh,14150,113,93106,27291
09-04-2021,Arunachal Pradesh,13350,112,97939,28524
10-04-2021,Arunachal Pradesh,11700,91,101756,29546
11-04-2021,Arunachal Pradesh,12450,96,104975,30001
12-04-2021,Arunachal Pradesh,18900,145,112551,31586
13-04-2021,Arunachal Pradesh,17370,116,118825,33023
14-04-2021,Arunachal Pradesh,15350,120,124312,33700
15-04-2021,Arunachal Pradesh,12050,93,126950,34210
16-04-2021,Arunachal Pradesh,13500,115,130812,35820
17-04-2021,Arunachal Pradesh,12300,96,133947,36809
18-04-2021,Arunachal Pradesh,8250,69,135342,37272
19-04-2021,Arunachal Pradesh,12950,105,140794,39493
20-04-2021,Arunachal Pradesh,10750,82,145098,40904
21-04-2021,Arunachal Pradesh,13050,105,148680,41786
22-04-2021,Arunachal Pradesh,15600,120,153966,43477
23-04-2021,Arunachal Pradesh,14300,115,159167,45334
24-04-2021,Arunachal Pradesh,11900,89,162665,46515
25-04-2021,Arunachal Pradesh,6100,43,163535,46800
26-04-2021,Arunachal Pradesh,12700,99,168174,48543
27-04-2021,Arunachal Pradesh,12200,89,172178,49907
28-04-2021,Arunachal Pradesh,12250,89,176888,50965
29-04-2021,Arunachal Pradesh,16200,123,182123,52554
30-04-2021,Arunachal Pradesh,14600,111,187103,54320
01-05-2021,Arunachal Pradesh,12750,96,189910,55614
02-05-2021,Arunachal Pradesh,6000,40,190514,56066
03-05-2021,Arunachal Pradesh,17550,126,193841,58686
04-05-2021,Arunachal Pradesh,14600,105,196476,60453
05-05-2021,Arunachal Pradesh,12950,93,199517,62451
06-05-2021,Arunachal Pradesh,18100,131,202965,64776
07-05-2021,Arunachal Pradesh,15550,114,205709,67473
08-05-2021,Arunachal Pradesh,14650,108,207746,69894
09-05-2021,Arunachal Pradesh,6800,47,208414,70569
10-05-2021,Arunachal Pradesh,17900,134,210862,74159
11-05-2021,Arunachal Pradesh,17450,120,212600,76221
12-05-2021,Arunachal Pradesh,15000,106,214210,76576
13-05-2021,Arunachal Pradesh,14800,109,216168,77301
14-05-2021,Arunachal Pradesh,12850,104,217389,77645
15-05-2021,Arunachal Pradesh,12950,98,218759,77881
16-05-2021,Arunachal Pradesh,7700,40,219171,77884
17-05-2021,Arunachal Pradesh,19953,100,224664,77914
18-05-2021,Arunachal Pradesh,19065,95,230286,77959
19-05-2021,Arunachal Pradesh,16890,84,235462,77967
20-05-2021,Arunachal Pradesh,18170,101,240168,77982
21-05-2021,Arunachal Pradesh,15272,88,243375,77992
22-05-2021,Arunachal Pradesh,16132,88,245155,78072
23-05-2021,Arunachal Pradesh,10020,50,245978,78072
24-05-2021,Arunachal Pradesh,17302,100,248988,78094
25-05-2021,Arunachal Pradesh,18342,88,250439,78164
26-05-2021,Arunachal Pradesh,15210,78,251257,78175
27-05-2021,Arunachal Pradesh,14210,84,252251,78189
28-05-2021,Arunachal Pradesh,12080,80,253299,78208
29-05-2021,Arunachal Pradesh,11342,74,254447,78270
30-05-2021,Arunachal Pradesh,5780,34,254795,78272
31-05-2021,Arunachal Pradesh,11630,77,255678,78329
01-06-2021,Arunachal Pradesh,12350,59,258237,78397
02-06-2021,Arunachal Pradesh,16790,78,264847,78464
03-06-2021,Arunachal Pradesh,19873,89,272908,78541
04-06-2021,Arunachal Pradesh,22909,105,284334,78575
05-06-2021,Arunachal Pradesh,20307,96,294176,78600
06-06-2021,Arunachal Pradesh,11068,62,298148,78613
07-06-2021,Arunachal Pradesh,21473,118,306022,78679
08-06-2021,Arunachal Pradesh,16884,94,311287,78725
09-06-2021,Arunachal Pradesh,20362,128,316960,78797
10-06-2021,Arunachal Pradesh,16899,110,321736,78912
11-06-2021,Arunachal Pradesh,18544,123,326492,78991
12-06-2021,Arunachal Pradesh,18383,122,331364,79029
13-06-2021,Arunachal Pradesh,13185,76,335606,79042
14-06-2021,Arunachal Pradesh,20207,114,341823,79112
15-06-2021,Arunachal Pradesh,16771,100,347059,79234
16-06-2021,Arunachal Pradesh,28905,109,359462,79342
17-06-2021,Arunachal Pradesh,44517,111,374023,79435
18-06-2021,Arunachal Pradesh,54115,120,389369,79506
19-06-2021,Arunachal Pradesh,19381,100,398545,79622
20-06-2021,Arunachal Pradesh,7300,41,400684,79636
21-06-2021,Arunachal Pradesh,33087,145,414267,79763
22-06-2021,Arunachal Pradesh,28132,117,425013,80014
23-06-2021,Arunachal Pradesh,29131,120,436991,80121
24-06-2021,Arunachal Pradesh,29352,118,448592,80584
25-06-2021,Arunachal Pradesh,29024,112,459890,80744
26-06-2021,Arunachal Pradesh,27027,122,470168,81339
27-06-2021,Arunachal Pradesh,17322,67,475866,81835
28-06-2021,Arunachal Pradesh,36131,146,490029,82973
29-06-2021,Arunachal Pradesh,26906,109,496811,83732
30-06-2021,Arunachal Pradesh,53673,156,508826,84529
01-07-2021,Arunachal Pradesh,33984,126,518465,85707
02-07-2021,Arunachal Pradesh,34676,142,527034,87471
03-07-2021,Arunachal Pradesh,33756,126,534250,89461
04-07-2021,Arunachal Pradesh,18772,81,538776,90248
05-07-2021,Arunachal Pradesh,39302,154,549526,93983
06-07-2021,Arunachal Pradesh,33260,136,556622,97410
07-07-2021,Arunachal Pradesh,37694,136,565823,101305
08-07-2021,Arunachal Pradesh,36850,144,574598,104963
09-07-2021,Arunachal Pradesh,41156,154,583021,108393
10-07-2021,Arunachal Pradesh,34786,135,590002,111665
11-07-2021,Arunachal Pradesh,17039,65,593330,112674
12-07-2021,Arunachal Pradesh,35623,147,600139,116933
13-07-2021,Arunachal Pradesh,31855,130,605243,120827
14-07-2021,Arunachal Pradesh,29642,123,611763,124484
15-07-2021,Arunachal Pradesh,34368,144,617766,128998
16-07-2021,Arunachal Pradesh,29389,131,623036,133278
17-07-2021,Arunachal Pradesh,25880,120,627353,136454
18-07-2021,Arunachal Pradesh,13797,60,629663,137368
19-07-2021,Arunachal Pradesh,30558,140,635185,141801
20-07-2021,Arunachal Pradesh,26911,114,638759,145027
21-07-2021,Arunachal Pradesh,30595,123,642710,148585
22-07-2021,Arunachal Pradesh,30225,127,646129,152499
23-07-2021,Arunachal Pradesh,32816,133,649997,156645
24-07-2021,Arunachal Pradesh,30795,115,653324,159140
25-07-2021,Arunachal Pradesh,16546,53,655107,159898
26-07-2021,Arunachal Pradesh,32141,129,658962,163125
27-07-2021,Arunachal Pradesh,25074,103,661530,165257
28-07-2021,Arunachal Pradesh,0,0,664317,167939
29-07-2021,Arunachal Pradesh,27735,115,666557,170252
30-07-2021,Arunachal Pradesh,27723,126,668946,172669
31-07-2021,Arunachal Pradesh,23695,101,671065,174535
01-08-2021,Arunachal Pradesh,12992,59,672680,174806
02-08-2021,Arunachal Pradesh,28684,134,675931,176617
03-08-2021,Arunachal Pradesh,24295,104,678265,177973
04-08-2021,Arunachal Pradesh,26061,113,680809,179503
05-08-2021,Arunachal Pradesh,29537,128,683244,181195
06-08-2021,Arunachal Pradesh,26056,103,685986,182383
07-08-2021,Arunachal Pradesh,23308,96,688023,183384
08-08-2021,Arunachal Pradesh,11189,48,689266,183631
09-08-2021,Arunachal Pradesh,31506,129,692475,186619
10-08-2021,Arunachal Pradesh,,,,
11-08-2021,Arunachal Pradesh,,,,
12-08-2021,Arunachal Pradesh,,,,
13-08-2021,Arunachal Pradesh,,,,
14-08-2021,Arunachal Pradesh,,,,
15-08-2021,Arunachal Pradesh,,,,
16-01-2021,Assam,79,64,401,0
17-01-2021,Assam,119,68,466,0
18-01-2021,Assam,290,74,722,0
19-01-2021,Assam,333,78,1254,0
20-01-2021,Assam,408,98,1254,0
21-01-2021,Assam,493,120,2163,0
22-01-2021,Assam,523,132,3947,0
23-01-2021,Assam,586,164,4061,0
24-01-2021,Assam,647,191,4416,0
25-01-2021,Assam,675,207,10886,0
26-01-2021,Assam,750,236,11021,0
27-01-2021,Assam,863,277,12407,0
28-01-2021,Assam,1001,317,21430,0
29-01-2021,Assam,1034,327,29322,0
30-01-2021,Assam,1066,343,30573,0
31-01-2021,Assam,1112,364,30688,0
01-02-2021,Assam,1240,417,32329,0
02-02-2021,Assam,1425,500,34848,0
